Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90
1259,Kim Jisoo,kr KOR,DF,Brentford,eng Premier League,19,2004,3,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,João Pedro,br BRA,"FW,MF",Brighton,eng Premier League,22,2001,27,23,"1,948",21.6,10,6,16,5,5,5,4,1,0.46,0.28,0.74,0.23,0.51
1261,John Joe,ie IRL,MF,Getafe,es La Liga,20,2003,4,0,48,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0
1262,John Joe,ie IRL,MF,Reims,fr Ligue 1,20,2003,13,5,545,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,Joelinton,br BRA,"MF,FW",Newcastle United,eng Premier League,27,1996,29,29,"2,393",26.6,4,3,7,4,0,0,10,0,0.15,0.11,0.26,0.15,0.26
1264,Jofre,es ESP,MF,Espanyol,es La Liga,23,2001,37,26,"2,165",24.1,3,3,6,3,0,0,5,0,0.12,0.12,0.25,0.12,0.25
1265,Þórir Jóhann Helgason,is ISL,MF,Lecce,it Serie A,23,2000,21,13,"1,156",12.8,0,4,4,0,0,0,0,0,0,0.31,0.31,0,0.31
1266,Carl Johansson,se SWE,DF,Holstein Kiel,de Bundesliga,30,1994,10,7,568,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0
1267,Ben Johnson,eng ENG,"MF,DF",Ipswich Town,eng Premier League,24,2000,23,14,"1,354",15,1,2,3,1,0,0,5,1,0.07,0.13,0.2,0.07,0.2
1268,Brennan Johnson,wls WAL,"FW,MF",Tottenham Hotspur,eng Premier League,23,2001,33,24,"2,177",24.2,11,3,14,11,0,0,5,0,0.45,0.12,0.58,0.45,0.58
1269,Karl-Johan Johnsson,se SWE,GK,Strasbourg,fr Ligue 1,34,1990,3,3,270,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1270,Sam Johnstone,eng ENG,GK,Wolves,eng Premier League,31,1993,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,Paul Joly,fr FRA,"DF,MF",Auxerre,fr Ligue 1,24,2000,26,10,"1,009",11.2,0,1,1,0,0,0,3,1,0,0.09,0.09,0,0.09
1272,Curtis Jones,eng ENG,"MF,DF",Liverpool,eng Premier League,23,2001,33,19,"1,712",19,3,3,6,3,0,0,3,1,0.16,0.16,0.32,0.16,0.32
1273,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,27,1997,26,9,"1,143",12.7,2,2,4,2,0,0,3,0,0.16,0.16,0.31,0.16,0.31
1274,Joan Jordán,es ESP,MF,Alavés,es La Liga,30,1994,25,15,"1,414",15.7,5,2,7,2,3,4,4,0,0.32,0.13,0.45,0.13,0.25
1275,Jorginho,it ITA,MF,Arsenal,eng Premier League,32,1991,15,9,704,7.8,0,0,0,0,0,0,5,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1276,Jesse Joronen,fi FIN,GK,Venezia,it Serie A,31,1993,8,7,703,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,Jota,pt POR,MF,Rennes,fr Ligue 1,25,1999,9,3,334,3.7,1,0,1,1,0,0,0,0,0.27,0,0.27,0.27,0.27
1278,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,27,1996,26,14,"1,196",13.3,6,3,9,6,0,0,2,0,0.45,0.23,0.68,0.45,0.68
1279,Antoine Joujou,fr FRA,"MF,FW",Le Havre,fr Ligue 1,21,2003,26,9,943,10.5,0,2,2,0,0,0,1,0,0,0.19,0.19,0,0.19
1280,Luka Jović,rs SRB,FW,Milan,it Serie A,26,1997,15,6,557,6.2,2,0,2,2,0,0,1,0,0.32,0,0.32,0.32,0.32
1281,Juanmi,es ESP,FW,Getafe,es La Liga,31,1993,13,8,696,7.7,0,0,0,0,0,0,2,0,0,0,0,0,0
1282,Juanmi,es ESP,MF,Real Betis,es La Liga,31,1993,11,2,244,2.7,0,0,0,0,0,0,2,0,0,0,0,0,0
1283,Juanpe,es ESP,DF,Girona,es La Liga,33,1991,12,8,727,8.1,0,0,0,0,0,0,2,0,0,0,0,0,0
1284,Jubal,br BRA,DF,Auxerre,fr Ligue 1,30,1993,30,30,"2,640",29.3,6,0,6,3,3,4,7,0,0.2,0,0.2,0.1,0.1
1285,Abdulai Juma Bah,sl SLE,DF,Valladolid,es La Liga,18,2006,12,10,864,9.6,0,0,0,0,0,0,1,0,0,0,0,0,0
1286,Abdulai Juma Bah,sl SLE,DF,Lens,fr Ligue 1,18,2006,10,8,686,7.6,0,0,0,0,0,0,2,0,0,0,0,0,0
1287,Anthony Jung,de GER,DF,Werder Bremen,de Bundesliga,32,1991,28,20,"1,898",21.1,0,0,0,0,0,0,1,0,0,0,0,0,0
1288,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,es La Liga,23,2001,17,16,"1,458",16.2,0,0,0,0,0,0,2,0,0,0,0,0,0
1289,Hamed Junior Traorè,ci CIV,MF,Auxerre,fr Ligue 1,24,2000,26,26,"2,093",23.3,10,2,12,10,0,0,5,0,0.43,0.09,0.52,0.43,0.52
1290,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,es La Liga,24,2000,30,24,"2,253",25,11,8,19,9,2,3,8,1,0.44,0.32,0.76,0.36,0.68
1291,Josip Juranović,hr CRO,"MF,DF",Union Berlin,de Bundesliga,28,1995,17,13,"1,159",12.9,0,1,1,0,0,0,4,0,0,0.08,0.08,0,0.08
1292,David Jurásek,cz CZE,"DF,MF",Hoffenheim,de Bundesliga,23,2000,14,6,619,6.9,0,1,1,0,0,0,0,0,0,0.15,0.15,0,0.15
1293,Stanko Jurić,hr CRO,MF,Valladolid,es La Liga,27,1996,26,19,"1,729",19.2,0,0,0,0,0,0,7,1,0,0,0,0,0
1294,James Justin,eng ENG,"DF,MF",Leicester City,eng Premier League,26,1998,36,34,"2,912",32.4,2,2,4,2,0,0,6,0,0.06,0.06,0.12,0.06,0.12
1295,Filip Jørgensen,dk DEN,GK,Chelsea,eng Premier League,22,2002,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,Mohamed Kaba,fr FRA,MF,Lecce,it Serie A,22,2001,15,2,452,5,0,0,0,0,0,0,1,0,0,0,0,0,0
1297,Yusuf Kabadayı,de GER,FW,Augsburg,de Bundesliga,20,2004,5,0,71,0.8,1,0,1,1,0,0,0,0,1.27,0,1.27,1.27,1.27
1298,Almugera Kabar,de GER,DF,Dortmund,de Bundesliga,18,2006,5,1,137,1.5,0,0,0,0,0,0,2,1,0,0,0,0,0
1299,Christian Kabasele,be BEL,DF,Udinese,it Serie A,33,1991,16,12,"1,161",12.9,2,0,2,2,0,0,0,0,0.16,0,0.16,0.16,0.16
1300,Issa Kaboré,bf BFA,MF,Werder Bremen,de Bundesliga,23,2001,9,3,308,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1301,Yaya Kader Fofana,ml MLI,"MF,FW",Reims,fr Ligue 1,20,2004,12,8,634,7,1,1,2,1,0,0,4,0,0.14,0.14,0.28,0.14,0.28
1302,Pavel Kadeřábek,cz CZE,"MF,DF",Hoffenheim,de Bundesliga,32,1992,24,18,"1,576",17.5,2,0,2,2,0,0,6,0,0.11,0,0.11,0.11,0.11
1303,Tino Kadewere,zw ZIM,MF,Nantes,fr Ligue 1,28,1996,12,6,512,5.7,1,2,3,1,0,0,1,0,0.18,0.35,0.53,0.18,0.53
1304,Ferdi Kadioglu,tr TUR,"DF,MF",Brighton,eng Premier League,24,1999,6,5,385,4.3,1,0,1,1,0,0,1,0,0.23,0,0.23,0.23,0.23
1305,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,22,2002,33,31,"2,578",28.6,17,3,20,12,5,8,2,0,0.59,0.1,0.7,0.42,0.52
1306,Pierre Kalulu,fr FRA,DF,Juventus,it Serie A,24,2000,29,25,"2,337",26,1,0,1,1,0,0,2,1,0.04,0,0.04,0.04,0.04
1307,Justin-Noël Kalumba,fr FRA,FW,Angers,fr Ligue 1,19,2004,2,0,31,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,Daichi Kamada,jp JPN,MF,Crystal Palace,eng Premier League,27,1996,34,15,"1,564",17.4,0,0,0,0,0,0,4,1,0,0,0,0,0
1309,Warren Kamanzi,no NOR,MF,Toulouse,fr Ligue 1,23,2000,24,11,"1,022",11.4,1,1,2,1,0,0,3,0,0.09,0.09,0.18,0.09,0.18
1310,Boubacar Kamara,fr FRA,"MF,DF",Aston Villa,eng Premier League,24,1999,26,20,"1,726",19.2,1,0,1,1,0,0,2,0,0.05,0,0.05,0.05,0.05
1311,Glen Kamara,fi FIN,MF,Rennes,fr Ligue 1,28,1995,13,8,662,7.4,0,1,1,0,0,0,0,0,0,0.14,0.14,0,0.14
1312,Hassane Kamara,ci CIV,"MF,DF",Udinese,it Serie A,30,1994,30,25,"2,001",22.2,1,4,5,1,0,0,8,1,0.04,0.18,0.22,0.04,0.22
1313,Noham Kamara,fr FRA,DF,Paris Saint-Germain,fr Ligue 1,17,2007,2,0,76,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
1314,Willy Kambwala,fr FRA,DF,Villarreal,es La Liga,19,2004,19,12,"1,117",12.4,0,0,0,0,0,0,1,1,0,0,0,0,0
1315,Jakub Kamiński,pl POL,"MF,DF",Wolfsburg,de Bundesliga,22,2002,22,12,"1,130",12.6,0,2,2,0,0,0,2,0,0,0.16,0.16,0,0.16
1316,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,33,1990,26,18,"1,593",17.7,1,0,1,1,0,0,5,0,0.06,0,0.06,0.06,0.06
1317,Nordine Kandil,fr FRA,MF,Strasbourg,fr Ligue 1,22,2001,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,31,1993,31,28,"2,381",26.5,26,9,35,17,9,9,5,0,0.98,0.34,1.32,0.64,0.98
1319,Lee Kang-in,kr KOR,"FW,MF",Paris Saint-Germain,fr Ligue 1,23,2001,30,19,"1,663",18.5,6,6,12,6,0,0,1,0,0.32,0.32,0.65,0.32,0.65
1320,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,26,1998,29,10,"1,046",11.6,0,1,1,0,0,0,2,0,0,0.09,0.09,0,0.09
1321,Atakan Karazor,tr TUR,MF,Stuttgart,de Bundesliga,27,1996,32,31,"2,618",29.1,2,4,6,2,0,0,10,1,0.07,0.14,0.21,0.07,0.21
1322,Jesper Karlsson,se SWE,"MF,FW",Bologna,it Serie A,26,1998,7,3,298,3.3,1,0,1,1,0,0,1,0,0.3,0,0.3,0.3,0.3
1323,Jesper Karlsson,se SWE,"MF,FW",Lecce,it Serie A,26,1998,13,6,495,5.5,1,0,1,0,1,1,2,0,0.18,0,0.18,0,0
1324,Jesper Karlström,se SWE,MF,Udinese,it Serie A,29,1995,37,36,"3,186",35.4,0,3,3,0,0,0,9,0,0,0.08,0.08,0,0.08
1325,Lior Kasa,il ISR,MF,Genoa,it Serie A,18,2005,8,2,230,2.6,0,0,0,0,0,0,2,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1326,Grigoris Kastanos,cy CYP,"MF,FW",Hellas Verona,it Serie A,26,1998,27,8,872,9.7,1,1,2,1,0,0,4,0,0.1,0.1,0.21,0.1,0.21
1327,Mikkel Kaufmann,dk DEN,"FW,MF",Heidenheim,de Bundesliga,23,2001,9,3,372,4.1,0,0,0,0,0,0,2,0,0,0,0,0,0
1328,Joachim Kayi Sanda,fr FRA,DF,Southampton,eng Premier League,17,2006,2,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
1329,Michael Kayode,it ITA,DF,Brentford,eng Premier League,20,2004,12,6,528,5.9,0,1,1,0,0,0,2,0,0,0.17,0.17,0,0.17
1330,Michael Kayode,it ITA,DF,Fiorentina,it Serie A,20,2004,5,1,127,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,Moise Kean,it ITA,FW,Fiorentina,it Serie A,24,2000,32,31,"2,704",30,19,3,22,18,1,2,6,0,0.63,0.1,0.73,0.6,0.7
1332,Michael Keane,eng ENG,DF,Everton,eng Premier League,31,1993,14,11,"1,049",11.7,3,0,3,3,0,0,5,0,0.26,0,0.26,0.26,0.26
1333,Yassine Kechta,ma MAR,"MF,FW",Le Havre,fr Ligue 1,22,2002,31,25,"2,096",23.3,2,0,2,2,0,0,4,0,0.09,0,0.09,0.09,0.09
1334,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,27,1996,27,27,"2,383",26.5,4,0,4,4,0,0,1,0,0.15,0,0.15,0.15,0.15
1335,Abdoulaye Keita,es ESP,MF,Getafe,es La Liga,21,2002,3,1,95,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,Mandela Keita,be BEL,MF,Parma,it Serie A,22,2002,30,24,"1,826",20.3,0,2,2,0,0,0,6,1,0,0.1,0.1,0,0.1
1337,Yannik Keitel,de GER,MF,Stuttgart,de Bundesliga,24,2000,11,2,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0
1338,Andu Kelati,de GER,MF,Holstein Kiel,de Bundesliga,21,2002,8,2,288,3.2,1,1,2,1,0,0,2,1,0.31,0.31,0.62,0.31,0.62
1339,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,25,1998,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,0,0
1340,Thomas Keller,de GER,"MF,DF",Heidenheim,de Bundesliga,24,1999,6,2,148,1.6,0,0,0,0,0,0,2,0,0,0,0,0,0
1341,Lloyd Kelly,eng ENG,DF,Newcastle United,eng Premier League,25,1998,10,4,303,3.4,0,1,1,0,0,0,2,0,0,0.3,0.3,0,0.3
1342,Lloyd Kelly,eng ENG,DF,Juventus,it Serie A,25,1998,12,11,"1,013",11.3,0,0,0,0,0,0,1,0,0,0,0,0,0
1343,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,19,2004,15,11,922,10.2,1,0,1,1,0,0,3,0,0.1,0,0.1,0.1,0.1
1344,Marc-Oliver Kempf,de GER,DF,Como,it Serie A,29,1995,31,30,"2,615",29.1,0,0,0,0,0,0,6,1,0,0,0,0,0
1345,Kenedy,br BRA,"FW,MF",Valladolid,es La Liga,28,1996,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,Luca Kerber,de GER,MF,Heidenheim,de Bundesliga,22,2002,23,7,783,8.7,2,0,2,2,0,0,4,0,0.23,0,0.23,0.23,0.23
1347,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,20,2003,38,38,"3,336",37.1,2,5,7,2,0,0,4,0,0.05,0.13,0.19,0.05,0.19
1348,Reda Khadra,de GER,"FW,MF",Reims,fr Ligue 1,23,2001,4,0,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,Bilal El Khannouss,ma MAR,MF,Leicester City,eng Premier League,20,2004,32,27,"2,182",24.2,2,3,5,2,0,0,4,0,0.08,0.12,0.21,0.08,0.21
1350,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,33,1991,30,10,"1,118",12.4,1,1,2,1,0,0,4,0,0.08,0.08,0.16,0.08,0.16
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1351,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,30,1994,32,31,"2,723",30.3,1,1,2,1,0,0,7,0,0.03,0.03,0.07,0.03,0.07
1352,Abdukodir Khusanov,uz UZB,DF,Manchester City,eng Premier League,20,2004,6,6,503,5.6,0,0,0,0,0,0,1,0,0,0,0,0,0
1353,Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,20,2004,13,11,975,10.8,0,0,0,0,0,0,2,1,0,0,0,0,0
1354,Kialonda,ao ANG,DF,Lecce,it Serie A,26,1997,24,24,"2,144",23.8,0,1,1,0,0,0,3,0,0,0.04,0.04,0,0.04
1355,Kiké,es ESP,FW,Alavés,es La Liga,34,1989,35,29,"2,542",28.2,13,0,13,10,3,3,5,1,0.46,0,0.46,0.35,0.35
1356,Max Kilman,eng ENG,DF,West Ham United,eng Premier League,27,1997,38,38,"3,348",37.2,0,1,1,0,0,0,5,0,0,0.03,0.03,0,0.03
1357,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,29,1995,33,32,"2,847",31.6,3,7,10,3,0,0,4,0,0.09,0.22,0.32,0.09,0.32
1358,Presnel Kimpembe,fr FRA,DF,Paris Saint-Germain,fr Ligue 1,28,1995,2,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,Joshua King,eng ENG,MF,Fulham,eng Premier League,17,2007,8,1,130,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,32,1992,28,21,"1,673",18.6,6,3,9,6,0,0,2,0,0.32,0.16,0.48,0.32,0.48
1361,Tom King,wls WAL,GK,Wolves,eng Premier League,29,1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,Antonín Kinský,cz CZE,GK,Tottenham Hotspur,eng Premier League,21,2003,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,27,1996,28,26,"2,190",24.3,0,1,1,0,0,0,4,2,0,0.04,0.04,0,0.04
1364,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,24,2000,17,10,"1,122",12.5,1,0,1,1,0,0,1,0,0.08,0,0.08,0.08,0.08
1365,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,28,1995,31,31,"2,737",30.4,16,7,23,15,1,2,5,1,0.53,0.23,0.76,0.49,0.72
1366,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,28,1996,28,20,"1,838",20.4,1,0,1,1,0,0,5,0,0.05,0,0.05,0.05,0.05
1367,Justin Kluivert,nl NED,MF,Bournemouth,eng Premier League,25,1999,34,29,"2,340",26,12,6,18,6,6,6,8,0,0.46,0.23,0.69,0.23,0.46
1368,Ansgar Knauff,de GER,MF,Eintracht Frankfurt,de Bundesliga,22,2002,30,18,"1,597",17.7,4,5,9,4,0,0,3,0,0.23,0.28,0.51,0.23,0.51
1369,Magnus Knudsen,no NOR,MF,Holstein Kiel,de Bundesliga,23,2001,31,22,"1,850",20.6,0,1,1,0,0,0,7,0,0,0.05,0.05,0,0.05
1370,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,26,1997,32,32,"2,880",32,0,0,0,0,0,0,1,0,0,0,0,0,0
1371,Robin Koch,de GER,DF,Eintracht Frankfurt,de Bundesliga,28,1996,30,30,"2,586",28.7,3,0,3,3,0,0,3,0,0.1,0,0.1,0.1,0.1
1372,Hervé Koffi,bf BFA,GK,Lens,fr Ligue 1,27,1996,5,5,450,5,0,0,0,0,0,0,2,0,0,0,0,0,0
1373,Magnus Kofod Andersen,dk DEN,MF,Venezia,it Serie A,25,1999,14,7,695,7.7,1,1,2,1,0,0,1,0,0.13,0.13,0.26,0.13,0.26
1374,Derrick Köhn,gh GHA,"MF,DF",Werder Bremen,de Bundesliga,25,1999,27,14,"1,343",14.9,2,2,4,2,0,0,2,0,0.13,0.13,0.27,0.13,0.27
1375,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,26,1998,19,19,"1,710",19,0,0,0,0,0,0,1,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1376,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,30,1994,28,28,"2,295",25.5,2,0,2,2,0,0,11,1,0.08,0,0.08,0.08,0.08
1377,Koka,eg EGY,FW,Le Havre,fr Ligue 1,31,1993,16,10,851,9.5,3,1,4,2,1,1,2,0,0.32,0.11,0.42,0.21,0.32
1378,Koke,es ESP,MF,Atlético Madrid,es La Liga,32,1992,32,20,"1,926",21.4,1,1,2,1,0,0,4,0,0.05,0.05,0.09,0.05,0.09
1379,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,31,1993,23,23,"1,903",21.1,0,2,2,0,0,0,7,0,0,0.09,0.09,0,0.09
1380,Randal Kolo Muani,fr FRA,FW,Juventus,it Serie A,25,1998,16,13,"1,160",12.9,8,1,9,7,1,1,0,0,0.62,0.08,0.7,0.54,0.62
1381,Randal Kolo Muani,fr FRA,FW,Paris Saint-Germain,fr Ligue 1,25,1998,10,2,358,4,2,1,3,1,1,1,0,0,0.5,0.25,0.75,0.25,0.5
1382,Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,27,1996,19,17,"1,307",14.5,0,0,0,0,0,0,3,0,0,0,0,0,0
1383,Mert Kömür,de GER,MF,Augsburg,de Bundesliga,19,2005,20,5,654,7.3,2,1,3,2,0,0,1,0,0.28,0.14,0.41,0.28,0.41
1384,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25,1999,31,30,"2,560",28.4,1,2,3,1,0,0,5,0,0.04,0.07,0.11,0.04,0.11
1385,Ismael Konate,it ITA,FW,Empoli,it Serie A,18,2006,12,0,116,1.3,0,1,1,0,0,0,0,0,0,0.78,0.78,0,0.78
1386,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,31,1993,25,22,"2,020",22.4,0,0,0,0,0,0,1,0,0,0,0,0,0
1387,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,19,2005,4,1,133,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,19,2005,24,17,"1,293",14.4,0,0,0,0,0,0,3,1,0,0,0,0,0
1389,Ismaël Koné,ca CAN,MF,Marseille,fr Ligue 1,22,2002,8,3,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,Ismaël Koné,ca CAN,MF,Rennes,fr Ligue 1,22,2002,13,4,469,5.2,2,1,3,2,0,0,1,0,0.38,0.19,0.58,0.38,0.58
1391,Manu Koné,fr FRA,MF,Roma,it Serie A,23,2001,34,31,"2,572",28.6,2,1,3,2,0,0,6,0,0.07,0.03,0.1,0.07,0.1
1392,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,26,1997,34,33,"2,936",32.6,2,0,2,2,0,0,1,0,0.06,0,0.06,0.06,0.06
1393,Teun Koopmeiners,nl NED,MF,Juventus,it Serie A,26,1998,28,23,"1,994",22.2,3,3,6,3,0,0,3,0,0.14,0.14,0.27,0.14,0.27
1394,Kacper Koscierski,de GER,DF,Bochum,de Bundesliga,17,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,23,2001,18,12,"1,125",12.5,0,0,0,0,0,0,1,0,0,0,0,0,0
1396,Christian Kouamé,ci CIV,"MF,FW",Fiorentina,it Serie A,26,1997,18,5,622,6.9,0,1,1,0,0,0,1,0,0,0.14,0.14,0,0.14
1397,Christian Kouamé,ci CIV,"FW,MF",Empoli,it Serie A,26,1997,8,5,507,5.6,1,0,1,1,0,0,0,0,0.18,0,0.18,0.18,0.18
1398,Henri Koudossou,de GER,MF,Augsburg,de Bundesliga,24,1999,21,4,748,8.3,0,0,0,0,0,0,1,0,0,0,0,0,0
1399,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,20,2003,30,28,"2,468",27.4,0,2,2,0,0,0,4,0,0,0.07,0.07,0,0.07
1400,Emmanuel Koum Mbondo,fr FRA,FW,Marseille,fr Ligue 1,18,2006,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
1401,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,25,1998,32,29,"2,605",28.9,2,3,5,2,0,0,4,0,0.07,0.1,0.17,0.07,0.17
1402,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,27,1997,11,8,756,8.4,0,0,0,0,0,0,6,1,0,0,0,0,0
1403,Mateo Kovačić,hr CRO,"MF,DF",Manchester City,eng Premier League,30,1994,31,25,"2,198",24.4,6,2,8,6,0,0,5,1,0.25,0.08,0.33,0.25,0.33
1404,Viktor Kovalenko,ua UKR,MF,Empoli,it Serie A,28,1996,6,0,77,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,24,2000,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,Mateusz Kowalski,pl POL,MF,Parma,it Serie A,19,2005,1,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,24,2000,15,12,885,9.8,4,0,4,4,0,0,0,0,0.41,0,0.41,0.41,0.41
1408,Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18,2006,2,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,Emil Krafth,se SWE,DF,Newcastle United,eng Premier League,29,1994,12,2,342,3.8,0,0,0,0,0,0,2,0,0,0,0,0,0
1410,Alex Král,cz CZE,MF,Espanyol,es La Liga,26,1998,37,29,"2,714",30.2,0,1,1,0,0,0,1,0,0,0.03,0.03,0,0.03
1411,Andrej Kramarić,hr CRO,MF,Hoffenheim,de Bundesliga,33,1991,32,32,"2,767",30.7,11,8,19,8,3,3,4,0,0.36,0.26,0.62,0.26,0.52
1412,Vladyslav Krapyvtsov,ua UKR,GK,Girona,es La Liga,19,2005,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,Frans Krätzig,de GER,"MF,DF",Heidenheim,de Bundesliga,21,2003,16,15,"1,217",13.5,1,2,3,1,0,0,1,0,0.07,0.15,0.22,0.07,0.22
1414,Frans Krätzig,de GER,DF,Stuttgart,de Bundesliga,21,2003,1,1,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,Tom Krauß,de GER,MF,Bochum,de Bundesliga,23,2001,14,13,"1,077",12,0,0,0,0,0,0,2,0,0,0,0,0,0
1416,Ladislav Krejčí,cz CZE,DF,Girona,es La Liga,25,1999,28,27,"2,440",27.1,2,0,2,2,0,0,9,0,0.07,0,0.07,0.07,0.07
1417,Rasmus Kristensen,dk DEN,"DF,MF",Eintracht Frankfurt,de Bundesliga,27,1997,30,28,"2,513",27.9,5,3,8,5,0,0,4,0,0.18,0.11,0.29,0.18,0.29
1418,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,22,2002,24,19,"1,754",19.5,1,0,1,1,0,0,5,0,0.05,0,0.05,0.05,0.05
