Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90
2266,Jérôme Roussillon,fr FRA,DF,Union Berlin,de Bundesliga,31,1993,7,1,136,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2267,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,22,2001,33,31,"2,718",30.2,0,3,3,0,0,0,13,0,0,0.1,0.1,0,0.1
2268,Jonathan Rowe,eng ENG,"MF,FW",Marseille,fr Ligue 1,21,2003,28,6,807,9,3,3,6,3,0,0,2,0,0.33,0.33,0.67,0.33,0.67
2269,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,30,1994,38,38,"3,406",37.8,1,3,4,1,0,0,2,0,0.03,0.08,0.11,0.03,0.11
2270,Tommaso Rubino,it ITA,FW,Fiorentina,it Serie A,17,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2271,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,31,1993,29,26,"2,291",25.5,0,0,0,0,0,0,3,0,0,0,0,0,0
2272,Matteo Ruggeri,it ITA,"MF,DF",Atalanta,it Serie A,22,2002,30,19,"1,751",19.5,0,3,3,0,0,0,2,0,0,0.15,0.15,0,0.15
2273,Aitor Ruibal,es ESP,"DF,FW",Real Betis,es La Liga,28,1996,29,13,"1,313",14.6,1,3,4,1,0,0,5,0,0.07,0.21,0.27,0.07,0.27
2274,Abel Ruiz,es ESP,FW,Girona,es La Liga,24,2000,23,17,"1,346",15,4,0,4,3,1,2,3,0,0.27,0,0.27,0.2,0.2
2275,Ferrán Ruiz,es ESP,DF,Girona,es La Liga,21,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
2276,Fabián Ruiz Peña,es ESP,MF,Paris Saint-Germain,fr Ligue 1,28,1996,30,21,"1,923",21.4,4,5,9,4,0,0,1,0,0.19,0.23,0.42,0.19,0.42
2277,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,32,1992,34,34,"3,060",34,0,0,0,0,0,0,1,0,0,0,0,0,0
2278,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,22,2002,28,19,"1,656",18.4,5,3,8,5,0,0,2,0,0.27,0.16,0.43,0.27,0.43
2279,Mathew Ryan,au AUS,GK,Lens,fr Ligue 1,32,1992,14,14,"1,260",14,0,0,0,0,0,0,0,0,0,0,0,0,0
2280,Julian Ryerson,no NOR,"DF,MF",Dortmund,de Bundesliga,26,1997,29,27,"2,259",25.1,2,3,5,2,0,0,6,1,0.08,0.12,0.2,0.08,0.2
2281,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,31,1992,28,28,"2,520",28,0,0,0,0,0,0,2,0,0,0,0,0,0
2282,José Sá,pt POR,GK,Wolves,eng Premier League,31,1993,29,29,"2,609",29,0,0,0,0,0,0,2,0,0,0,0,0,0
2283,Elias Saad,tn TUN,"FW,MF",St Pauli,de Bundesliga,24,1999,18,10,900,10,3,2,5,3,0,0,1,0,0.3,0.2,0.5,0.3,0.5
2284,Youssouf Sabaly,sn SEN,DF,Real Betis,es La Liga,31,1993,22,20,"1,581",17.6,0,1,1,0,0,0,1,0,0,0.06,0.06,0,0.06
2285,Emmanuel Sabbi,us USA,"MF,FW",Le Havre,fr Ligue 1,26,1997,15,7,653,7.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2286,Stefano Sabelli,it ITA,"DF,MF",Genoa,it Serie A,31,1993,34,23,"2,058",22.9,0,2,2,0,0,0,3,0,0,0.09,0.09,0,0.09
2287,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,30,1994,26,18,"1,616",18,1,0,1,1,0,0,3,0,0.06,0,0.06,0.06,0.06
2288,Falaye Sacko,ml MLI,DF,Montpellier,fr Ligue 1,29,1995,16,14,"1,233",13.7,0,1,1,0,0,0,1,0,0,0.07,0.07,0,0.07
2289,Umar Sadiq,ng NGA,FW,Valencia,es La Liga,27,1997,16,9,825,9.2,5,0,5,5,0,0,4,0,0.55,0,0.55,0.55,0.55
2290,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,27,1997,7,2,227,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2291,Alexis Saelemaekers,be BEL,"MF,FW",Roma,it Serie A,25,1999,22,17,"1,389",15.4,7,3,10,7,0,0,4,0,0.45,0.19,0.65,0.45,0.65
2292,Alexis Saelemaekers,be BEL,DF,Milan,it Serie A,25,1999,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2293,Jorge Sáenz,es ESP,DF,Leganés,es La Liga,27,1996,23,19,"1,690",18.8,1,0,1,1,0,0,4,1,0.05,0,0.05,0.05,0.05
2294,Matvei Safonov,ru RUS,GK,Paris Saint-Germain,fr Ligue 1,25,1999,10,9,879,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2295,Modibo Sagnan,ml MLI,DF,Montpellier,fr Ligue 1,25,1999,27,24,"2,141",23.8,2,0,2,2,0,0,10,0,0.08,0,0.08,0.08,0.08
2296,Richie Sagrado,be BEL,"MF,DF",Venezia,it Serie A,20,2004,3,3,140,1.6,0,0,0,0,0,0,1,0,0,0,0,0,0
2297,Osame Sahraoui,ma MAR,MF,Lille,fr Ligue 1,23,2001,30,10,"1,293",14.4,3,3,6,3,0,0,1,0,0.21,0.21,0.42,0.21,0.42
2298,Wesley Saïd,fr FRA,FW,Lens,fr Ligue 1,29,1995,24,11,905,10.1,3,0,3,3,0,0,4,0,0.3,0,0.3,0.3,0.3
2299,Théo Sainte-Luce,fr FRA,DF,Montpellier,fr Ligue 1,25,1998,16,11,"1,018",11.3,1,0,1,1,0,0,3,0,0.09,0,0.09,0.09,0.09
2300,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,22,2001,25,20,"1,729",19.2,6,10,16,5,1,1,3,0,0.31,0.52,0.83,0.26,0.78
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
2301,Faik Sakar,de GER,MF,RB Leipzig,de Bundesliga,16,2008,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2302,Marco Sala,it ITA,DF,Como,it Serie A,25,1999,8,3,261,2.9,0,0,0,0,0,0,3,0,0,0,0,0,0
2303,Marco Sala,it ITA,"DF,MF",Lecce,it Serie A,25,1999,2,0,72,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,Ibrahim Salah,ma MAR,"MF,FW",Brest,fr Ligue 1,22,2001,12,4,358,4,1,1,2,1,0,0,0,0,0.25,0.25,0.5,0.25,0.5
2305,Mohamed Salah,eg EGY,MF,Liverpool,eng Premier League,32,1992,38,38,"3,371",37.5,29,18,47,20,9,9,1,0,0.77,0.48,1.25,0.53,1.01
2306,Anass Salah-Eddine,ma MAR,MF,Roma,it Serie A,22,2002,3,2,152,1.7,0,1,1,0,0,0,0,0,0,0.59,0.59,0,0.59
2307,Amine Salama,fr FRA,FW,Reims,fr Ligue 1,24,2000,17,2,373,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2308,Jan Salas,es ESP,MF,Mallorca,es La Liga,18,2005,4,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2309,Kike Salas,es ESP,DF,Sevilla,es La Liga,22,2002,31,25,"2,238",24.9,3,2,5,3,0,0,6,0,0.12,0.08,0.2,0.12,0.2
2310,Manolis Saliakas,gr GRE,MF,St Pauli,de Bundesliga,27,1996,30,26,"2,314",25.7,2,1,3,2,0,0,4,0,0.08,0.04,0.12,0.08,0.12
2311,William Saliba,fr FRA,DF,Arsenal,eng Premier League,23,2001,35,35,"3,039",33.8,2,0,2,2,0,0,2,1,0.06,0,0.06,0.06,0.06
2312,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,25,1999,15,11,"1,023",11.4,1,0,1,1,0,0,2,0,0.09,0,0.09,0.09,0.09
2313,Roland Sallai,hu HUN,"DF,FW",Freiburg,de Bundesliga,27,1997,2,0,46,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2314,Yoann Salmier,gf GUF,DF,Le Havre,fr Ligue 1,31,1992,13,9,797,8.9,0,0,0,0,0,0,3,0,0,0,0,0,0
2315,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,22,2002,31,7,"1,169",13,2,1,3,2,0,0,3,0,0.15,0.08,0.23,0.15,0.23
2316,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,28,1996,8,6,290,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,Mama Samba Baldé,gw GNB,"FW,MF",Lyon,fr Ligue 1,28,1995,2,0,33,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2318,Mama Samba Baldé,gw GNB,"FW,MF",Brest,fr Ligue 1,28,1995,27,12,"1,149",12.8,2,3,5,2,0,0,4,0,0.16,0.23,0.39,0.16,0.39
2319,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,30,1994,17,17,"1,529",17,0,0,0,0,0,0,3,0,0,0,0,0,0
2320,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,30,1994,15,15,"1,350",15,0,0,0,0,0,0,1,0,0,0,0,0,0
2321,Albert Sambi Lokonga,be BEL,MF,Sevilla,es La Liga,24,1999,22,16,"1,471",16.3,0,2,2,0,0,0,4,0,0,0.12,0.12,0,0.12
2322,Junior Sambia,fr FRA,MF,Empoli,it Serie A,27,1996,17,2,387,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2323,Chuky san jose,es ESP,"MF,FW",Valladolid,es La Liga,20,2004,18,9,728,8.1,2,0,2,2,0,0,1,0,0.25,0,0.25,0.25,0.25
2324,Antonio Sanabria,py PAR,FW,Torino,it Serie A,28,1996,26,16,"1,318",14.6,2,1,3,2,0,1,2,0,0.14,0.07,0.2,0.14,0.2
2325,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,24,2000,29,19,"1,620",18,15,1,16,12,3,3,2,0,0.83,0.06,0.89,0.67,0.72
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
2326,Alexis Sánchez,cl CHI,FW,Udinese,it Serie A,35,1988,13,6,437,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2327,Antonio Sánchez,es ESP,"MF,DF",Mallorca,es La Liga,27,1997,33,12,"1,395",15.5,0,0,0,0,0,0,3,0,0,0,0,0,0
2328,Iván Sánchez,es ESP,MF,Valladolid,es La Liga,31,1992,32,11,"1,404",15.6,2,1,3,2,0,0,4,0,0.13,0.06,0.19,0.13,0.19
2329,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,27,1997,25,25,"2,026",22.5,2,0,2,2,0,0,6,0,0.09,0,0.09,0.09,0.09
2330,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,es La Liga,20,2003,32,18,"1,722",19.1,4,4,8,4,0,0,6,1,0.21,0.21,0.42,0.21,0.42
2331,Manu Sánchez,es ESP,DF,Alavés,es La Liga,23,2000,33,30,"2,634",29.3,1,0,1,1,0,0,6,1,0.03,0,0.03,0.03,0.03
2332,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,26,1997,32,32,"2,880",32,0,0,0,0,0,0,5,0,0,0,0,0,0
2333,Jadon Sancho,eng ENG,MF,Chelsea,eng Premier League,24,2000,31,19,"1,764",19.6,3,4,7,3,0,0,2,0,0.15,0.2,0.36,0.15,0.36
2334,Philipp Sander,de GER,MF,Gladbach,de Bundesliga,26,1998,27,16,"1,400",15.6,1,0,1,1,0,0,2,0,0.06,0,0.06,0.06,0.06
2335,James Sands,us USA,MF,St Pauli,de Bundesliga,24,2000,7,5,453,5,0,0,0,0,0,0,1,0,0,0,0,0,0
2336,Leroy Sané,de GER,MF,Bayern Munich,de Bundesliga,28,1996,30,17,"1,637",18.2,11,5,16,11,0,0,2,0,0.6,0.27,0.88,0.6,0.88
2337,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,22,2002,16,16,"1,244",13.8,3,0,3,3,0,0,4,1,0.22,0,0.22,0.22,0.22
2338,Ibrahim Sangaré,ci CIV,MF,Nottingham Forest,eng Premier League,26,1997,13,7,590,6.6,0,1,1,0,0,0,3,0,0,0.15,0.15,0,0.15
2339,Nhoa Sangui,fr FRA,"DF,MF",Reims,fr Ligue 1,18,2006,26,10,"1,158",12.9,0,2,2,0,0,0,3,0,0,0.16,0.16,0,0.16
2340,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,23,2001,16,7,754,8.4,1,1,2,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24
2341,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,23,2000,34,34,"3,043",33.8,0,0,0,0,0,0,3,0,0,0,0,0,0
2342,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,29,1994,6,3,235,2.6,3,0,3,3,0,0,0,0,1.15,0,1.15,1.15,1.15
2343,Nicola Sansone,it ITA,"FW,MF",Lecce,it Serie A,32,1991,5,0,65,0.7,0,0,0,0,0,0,1,0,0,0,0,0,0
2344,Baptiste Santamaria,fr FRA,MF,Nice,fr Ligue 1,29,1995,13,11,927,10.3,0,0,0,0,0,0,1,0,0,0,0,0,0
2345,Baptiste Santamaria,fr FRA,MF,Rennes,fr Ligue 1,29,1995,10,5,482,5.4,0,1,1,0,0,0,1,0,0,0.19,0.19,0,0.19
2346,Yellu Santiago,es ESP,MF,Getafe,es La Liga,20,2004,19,4,372,4.1,0,0,0,0,0,0,5,0,0,0,0,0,0
2347,Andrey Santos,br BRA,MF,Strasbourg,fr Ligue 1,20,2004,32,32,"2,855",31.7,10,3,13,10,0,0,8,0,0.32,0.09,0.41,0.32,0.41
2348,Kauã Santos,br BRA,GK,Eintracht Frankfurt,de Bundesliga,21,2003,9,8,765,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0
2349,Tiago Santos,pt POR,"DF,MF",Lille,fr Ligue 1,22,2002,7,4,404,4.5,0,0,0,0,0,0,1,0,0,0,0,0,0
2350,Pablo Sarabia,es ESP,MF,Wolves,eng Premier League,32,1992,23,7,814,9,3,2,5,3,0,0,3,0,0.33,0.22,0.55,0.33,0.55
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
2351,Jeremy Sarmiento,ec ECU,MF,Brighton,eng Premier League,22,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2352,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,23,2001,32,25,"1,907",21.2,4,1,5,4,0,0,1,0,0.19,0.05,0.24,0.19,0.24
2353,Ismaila Sarr,sn SEN,MF,Crystal Palace,eng Premier League,26,1998,38,30,"2,711",30.1,8,6,14,8,0,0,4,0,0.27,0.2,0.46,0.27,0.46
2354,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,25,1999,21,15,"1,385",15.4,0,0,0,0,0,0,0,0,0,0,0,0,0
2355,Mamadou Sarr,sn SEN,DF,Strasbourg,fr Ligue 1,18,2005,27,27,"2,365",26.3,0,1,1,0,0,0,4,0,0,0.04,0.04,0,0.04
2356,Martin Satriano,uy URU,FW,Lens,fr Ligue 1,23,2001,7,0,88,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2357,Razvan Sava,ro ROU,GK,Udinese,it Serie A,22,2002,12,12,"1,080",12,0,0,0,0,0,0,1,0,0,0,0,0,0
2358,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,32,1991,31,27,"2,363",26.3,2,5,7,0,2,2,4,1,0.08,0.19,0.27,0,0.19
2359,Sávio,br BRA,"MF,FW",Manchester City,eng Premier League,20,2004,29,21,"1,766",19.6,1,8,9,1,0,0,3,0,0.05,0.41,0.46,0.05,0.46
2360,Nicolò Savona,it ITA,DF,Juventus,it Serie A,21,2003,28,19,"1,724",19.2,2,1,3,2,0,0,5,0,0.1,0.05,0.16,0.1,0.16
2361,Saba Sazonov,ge GEO,DF,Torino,it Serie A,22,2002,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2362,Joe Scally,us USA,DF,Gladbach,de Bundesliga,21,2002,32,30,"2,578",28.6,0,0,0,0,0,0,6,0,0,0,0,0,0
2363,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,20,2003,6,4,272,3,0,0,0,0,0,0,2,0,0,0,0,0,0
2364,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,25,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2365,Oliver Scarles,eng ENG,"MF,DF",West Ham United,eng Premier League,18,2005,15,7,665,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0
2366,Dane Scarlett,eng ENG,FW,Tottenham Hotspur,eng Premier League,20,2004,3,0,34,0.4,0,1,1,0,0,0,0,0,0,2.65,2.65,0,2.65
2367,Kevin Schade,de GER,"MF,FW",Brentford,eng Premier League,22,2001,38,26,"2,293",25.5,11,2,13,11,0,0,3,0,0.43,0.08,0.51,0.43,0.51
2368,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,25,1999,26,17,"1,534",17,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12
2369,Fabian Schär,ch SUI,DF,Newcastle United,eng Premier League,32,1991,34,33,"2,934",32.6,4,0,4,4,0,0,9,1,0.12,0,0.12,0.12,0.12
2370,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,28,1996,31,19,"1,684",18.7,21,0,21,20,1,1,4,0,1.12,0,1.12,1.07,1.07
2371,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,30,1994,13,0,247,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0
2372,Joël Schingtienne,be BEL,DF,Venezia,it Serie A,21,2002,16,12,"1,122",12.5,0,0,0,0,0,0,2,0,0,0,0,0,0
2373,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,26,1997,4,2,181,2,0,0,0,0,0,0,1,0,0,0,0,0,0
2374,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,27,1997,18,15,"1,297",14.4,3,1,4,3,0,0,4,1,0.21,0.07,0.28,0.21,0.28
2375,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,24,1999,23,23,"1,982",22,0,4,4,0,0,0,7,2,0,0.18,0.18,0,0.18
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
2376,Jeffrey Schlupp,gh GHA,"DF,FW",Crystal Palace,eng Premier League,31,1992,12,0,103,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2377,Romano Schmid,at AUT,MF,Werder Bremen,de Bundesliga,24,2000,32,32,"2,834",31.5,5,4,9,4,1,1,4,0,0.16,0.13,0.29,0.13,0.25
2378,Niklas Schmidt,de GER,MF,Toulouse,fr Ligue 1,26,1998,9,2,205,2.3,0,1,1,0,0,0,0,0,0,0.44,0.44,0,0.44
2379,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,25,1999,33,32,"2,681",29.8,4,3,7,4,0,0,8,0,0.13,0.1,0.23,0.13,0.23
2380,Marvin Schulz,de GER,"DF,MF",Holstein Kiel,de Bundesliga,29,1995,12,3,306,3.4,0,0,0,0,0,0,3,0,0,0,0,0,0
2381,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,32,1992,6,6,540,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2382,Léo Scienza,br BRA,"MF,FW",Heidenheim,de Bundesliga,25,1998,25,13,"1,153",12.8,3,3,6,3,0,0,1,0,0.23,0.23,0.47,0.23,0.47
2383,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,20,2003,20,8,755,8.4,0,0,0,0,0,0,3,0,0,0,0,0,0
2384,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,28,1996,13,13,"1,170",13,0,0,0,0,0,0,0,0,0,0,0,0,0
2385,Simone Scuffet,it ITA,GK,Napoli,it Serie A,28,1996,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,Jérémy Sebas,mq MTQ,MF,Strasbourg,fr Ligue 1,21,2003,13,1,190,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0
2387,Aleksandar Sedlar,rs SRB,DF,Alavés,es La Liga,32,1991,9,7,594,6.6,0,0,0,0,0,0,1,1,0,0,0,0,0
2388,Jacopo Seghetti,it ITA,GK,Empoli,it Serie A,19,2005,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,24,2000,11,10,803,8.9,0,0,0,0,0,0,4,0,0,0,0,0,0
2390,Nicolas Seiwald,at AUT,"MF,DF",RB Leipzig,de Bundesliga,23,2001,30,20,"2,084",23.2,0,0,0,0,0,0,2,0,0,0,0,0,0
2391,Hiroki Sekine,jp JPN,DF,Reims,fr Ligue 1,21,2002,15,9,887,9.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2392,Matz Sels,be BEL,GK,Nottingham Forest,eng Premier League,32,1992,38,38,"3,420",38,0,0,0,0,0,0,4,0,0,0,0,0,0
2393,Nélson Semedo,pt POR,"MF,DF",Wolves,eng Premier League,30,1993,34,32,"2,886",32.1,0,4,4,0,0,0,8,0,0,0.12,0.12,0,0.12
2394,Antoine Semenyo,gh GHA,MF,Bournemouth,eng Premier League,24,2000,37,36,"3,203",35.6,11,5,16,11,0,0,9,0,0.31,0.14,0.45,0.31,0.45
2395,Marvin Senaya,tg TOG,DF,Strasbourg,fr Ligue 1,23,2001,10,1,227,2.5,0,0,0,0,0,0,3,0,0,0,0,0,0
2396,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,27,1997,17,13,"1,106",12.3,0,0,0,0,0,0,5,0,0,0,0,0,0
2397,Stefano Sensi,it ITA,MF,Monza,it Serie A,28,1995,12,2,274,3,1,0,1,0,1,1,0,0,0.33,0,0.33,0,0
2398,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,27,1997,22,16,"1,376",15.3,2,1,3,2,0,0,4,1,0.13,0.07,0.2,0.13,0.2
2399,Sergi,es ESP,DF,Leganés,es La Liga,32,1992,36,33,"2,957",32.9,2,0,2,2,0,0,2,1,0.06,0,0.06,0.06,0.06
2400,Nicolás Serrano,es ESP,MF,Athletic Club,es La Liga,21,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
2401,Benjamin Šeško,si SVN,"FW,MF",RB Leipzig,de Bundesliga,21,2003,33,30,"2,380",26.4,13,5,18,11,2,2,2,1,0.49,0.19,0.68,0.42,0.61
2402,Ryan Sessegnon,eng ENG,"MF,DF",Fulham,eng Premier League,24,2000,16,7,580,6.4,4,2,6,4,0,0,1,0,0.62,0.31,0.93,0.62,0.93
2403,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,31,1992,31,12,"1,098",12.2,3,4,7,3,0,0,2,0,0.25,0.33,0.57,0.25,0.57
2404,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,29,1995,7,4,349,3.9,0,0,0,0,0,0,1,0,0,0,0,0,0
2405,Alen Sherri,al ALB,GK,Cagliari,it Serie A,26,1997,7,7,621,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0
2406,Eldor Shomurodov,uz UZB,FW,Roma,it Serie A,29,1995,27,11,"1,097",12.2,4,4,8,4,0,0,1,0,0.33,0.33,0.66,0.33,0.66
2407,Djibril Sidibé,fr FRA,DF,Toulouse,fr Ligue 1,32,1992,28,24,"2,101",23.3,0,3,3,0,0,0,1,0,0,0.13,0.13,0,0.13
2408,Armindo Sieb,de GER,"MF,FW",Mainz 05,de Bundesliga,21,2003,27,5,762,8.5,2,2,4,2,0,0,2,0,0.24,0.24,0.47,0.24,0.47
2409,Benjamin Siegrist,ch SUI,GK,Genoa,it Serie A,32,1992,2,2,152,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0
2410,Vincent Sierro,ch SUI,MF,Toulouse,fr Ligue 1,28,1995,29,27,"2,402",26.7,5,1,6,3,2,2,4,0,0.19,0.04,0.22,0.11,0.15
2411,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,24,2000,16,14,"1,182",13.1,0,0,0,0,0,0,4,0,0,0,0,0,0
2412,Zain Silcott-Duberry,ms MSR,MF,Bournemouth,eng Premier League,19,2005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2413,Kiliann Sildillia,fr FRA,DF,Freiburg,de Bundesliga,22,2002,21,8,801,8.9,2,0,2,2,0,0,2,0,0.22,0,0.22,0.22,0.22
2414,André Silva,pt POR,FW,Werder Bremen,de Bundesliga,28,1995,7,4,375,4.2,1,0,1,0,1,2,1,0,0.24,0,0.24,0,0
2415,André Silva,pt POR,FW,RB Leipzig,de Bundesliga,28,1995,8,0,132,1.5,1,2,3,0,1,1,0,0,0.68,1.36,2.05,0,1.36
2416,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,29,1994,33,29,"2,670",29.7,4,4,8,4,0,0,7,0,0.13,0.13,0.27,0.13,0.27
2417,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27,1997,27,21,"1,929",21.4,0,6,6,0,0,0,3,0,0,0.28,0.28,0,0.28
2418,Fábio Silva,pt POR,FW,Las Palmas,es La Liga,22,2002,24,22,"1,866",20.7,10,3,13,8,2,3,7,0,0.48,0.14,0.63,0.39,0.53
2419,Jota Silva,pt POR,MF,Nottingham Forest,eng Premier League,24,1999,31,5,854,9.5,3,1,4,3,0,0,5,0,0.32,0.11,0.42,0.32,0.42
2420,Eric da Silva Moreira,de GER,DF,Nottingham Forest,eng Premier League,18,2006,2,0,30,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
2421,Rui Silva,pt POR,GK,Real Betis,es La Liga,30,1994,15,15,"1,350",15,0,0,0,0,0,0,1,0,0,0,0,0,0
2422,Marco Silvestri,it ITA,GK,Empoli,it Serie A,33,1991,5,5,450,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2423,Abdallah Sima,sn SEN,"FW,MF",Brest,fr Ligue 1,23,2001,27,14,"1,238",13.8,7,2,9,7,0,0,2,0,0.51,0.15,0.65,0.51,0.65
2424,Mohamed Simakan,fr FRA,DF,RB Leipzig,de Bundesliga,24,2000,1,1,54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
2425,Giovanni Simeone,ar ARG,FW,Napoli,it Serie A,29,1995,30,1,419,4.7,1,1,2,1,0,0,1,0,0.21,0.21,0.43,0.21,0.43
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
