Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90
520,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
521,Alberto Cerri,it ITA,FW,Empoli,it Serie A,27,1996,12,10,545,6.1,1,0,1,1,0,0,2,0,0.17,0.00,0.17,0.17,0.17
522,Leonardo Cerri,it ITA,FW,Juventus,it Serie A,20,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
523,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,es La Liga,29,1994,17,5,546,6.1,0,1,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16
524,Julian Chabot,de GER,DF,Köln,de Bundesliga,25,1998,32,32,"2,703",30.0,0,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00
525,El Chadaille Bitshiabu,fr FRA,DF,RB Leipzig,de Bundesliga,18,2005,6,0,34,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
526,Fares Chaïbi,dz ALG,"FW,MF",Toulouse,fr Ligue 1,20,2002,2,0,58,0.6,0,1,1,0,0,0,1,0,0.00,1.55,1.55,0.00,1.55
527,Fares Chaïbi,dz ALG,"MF,FW",Eintracht Frankfurt,de Bundesliga,20,2002,28,21,"1,912",21.2,2,4,6,2,0,0,2,0,0.09,0.19,0.28,0.09,0.28
528,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,24,1999,13,10,952,10.6,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09
529,Muhammed Cham,at AUT,"MF,FW",Clermont Foot,fr Ligue 1,22,2000,33,29,"2,554",28.4,8,4,12,4,4,5,4,0,0.28,0.14,0.42,0.14,0.28
530,Calum Chambers,eng ENG,MF,Aston Villa,eng Premier League,28,1995,5,1,152,1.7,0,1,1,0,0,0,1,0,0.00,0.59,0.59,0.00,0.59
531,Timothy Chandler,us USA,"DF,MF",Eintracht Frankfurt,de Bundesliga,33,1990,6,0,18,0.2,0,1,1,0,0,0,0,0,0.00,5.00,5.00,0.00,5.00
532,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,28,1994,33,33,"2,970",33.0,1,1,2,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06
533,Charlys,br BRA,MF,Hellas Verona,it Serie A,19,2004,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
534,Pep Chavarría,es ESP,"DF,MF",Rayo Vallecano,es La Liga,25,1998,22,12,"1,167",13.0,1,1,2,1,0,0,6,1,0.08,0.08,0.15,0.08,0.15
535,Jhoanner Chávez,ec ECU,"MF,DF",Lens,fr Ligue 1,21,2002,8,6,481,5.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
536,Walid Cheddira,ma MAR,FW,Frosinone,it Serie A,25,1998,36,24,"2,120",23.6,7,1,8,6,1,1,0,0,0.30,0.04,0.34,0.25,0.30
537,Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,19,2003,33,19,"1,719",19.1,1,6,7,1,0,0,0,0,0.05,0.31,0.37,0.05,0.37
538,Youssef Chermiti,pt POR,FW,Everton,eng Premier League,19,2004,18,1,208,2.3,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
539,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21,2001,33,33,"2,969",33.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
540,Fabio Chiarodia,it ITA,DF,Gladbach,de Bundesliga,18,2005,7,1,152,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
541,Federico Chiesa,it ITA,FW,Juventus,it Serie A,25,1997,33,25,"2,197",24.4,9,2,11,8,1,1,1,0,0.37,0.08,0.45,0.33,0.41
542,Ben Chilwell,eng ENG,"MF,DF",Chelsea,eng Premier League,26,1996,13,9,756,8.4,0,1,1,0,0,0,5,0,0.00,0.12,0.12,0.00,0.12
543,Tawanda Chirewa,zw ZIM,FW,Wolves,eng Premier League,19,2003,8,1,145,1.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
544,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,26,1997,32,31,"2,594",28.8,1,1,2,1,0,0,5,0,0.03,0.03,0.07,0.03,0.07
545,Leon Chiwome,eng ENG,FW,Wolves,eng Premier League,17,2006,3,2,174,1.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
546,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
547,Tahith Chong,cw CUW,"MF,FW",Luton Town,eng Premier League,23,1999,33,20,"1,982",22.0,4,0,4,4,0,0,4,0,0.18,0.00,0.18,0.18,0.18
548,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,21,2001,31,30,"2,587",28.7,0,3,3,0,0,0,5,0,0.00,0.10,0.10,0.00,0.10
549,Andreas Christensen,dk DEN,"DF,MF",Barcelona,es La Liga,27,1996,30,27,"1,979",22.0,2,2,4,2,0,0,4,0,0.09,0.09,0.18,0.09,0.18
550,Jacob Christensen,dk DEN,MF,Köln,de Bundesliga,22,2001,7,2,219,2.4,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
551,Oliver Christensen,dk DEN,GK,Fiorentina,it Serie A,24,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
552,Ryan Christie,sct SCO,MF,Bournemouth,eng Premier League,28,1995,37,35,"2,907",32.3,0,5,5,0,0,0,6,0,0.00,0.15,0.15,0.00,0.15
553,Carney Chukwuemeka,eng ENG,MF,Chelsea,eng Premier League,19,2003,9,2,227,2.5,1,1,2,1,0,0,2,0,0.40,0.40,0.79,0.40,0.79
554,Samuel Chukwueze,ng NGA,"MF,FW",Milan,it Serie A,24,1999,24,12,"1,017",11.3,1,3,4,1,0,0,1,0,0.09,0.27,0.35,0.09,0.35
555,Chumi,es ESP,DF,Almería,es La Liga,24,1999,31,26,"2,434",27.0,0,1,1,0,0,0,4,0,0.00,0.04,0.04,0.00,0.04
556,Víctor Chust,es ESP,DF,Cádiz,es La Liga,23,2000,22,22,"1,864",20.7,0,1,1,0,0,0,3,2,0.00,0.05,0.05,0.00,0.05
557,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,29,1994,31,16,"1,664",18.5,1,0,1,1,0,0,10,0,0.05,0.00,0.05,0.05,0.05
558,Alphadjo Cissè,it ITA,MF,Hellas Verona,it Serie A,16,2006,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
559,Djaoui Cissé,fr FRA,MF,Rennes,fr Ligue 1,19,2004,2,0,4,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
560,Ibrahim Cissoko,nl NED,MF,Toulouse,fr Ligue 1,20,2003,11,2,241,2.7,1,1,2,1,0,0,1,0,0.37,0.37,0.75,0.37,0.75
561,Giorgio Cittadini,it ITA,DF,Monza,it Serie A,21,2002,1,0,15,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
562,Giorgio Cittadini,it ITA,DF,Genoa,it Serie A,21,2002,5,1,106,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
563,Patrick Ciurria,it ITA,MF,Monza,it Serie A,28,1995,22,18,"1,598",17.8,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06
564,Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,18,2005,5,1,89,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
565,Jordan Clark,eng ENG,MF,Luton Town,eng Premier League,29,1993,23,14,"1,304",14.5,1,1,2,1,0,0,4,0,0.07,0.07,0.14,0.07,0.14
566,Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,25,1998,18,4,504,5.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
567,Jonathan Clauss,fr FRA,"DF,MF",Marseille,fr Ligue 1,30,1992,27,25,"2,068",23.0,3,4,7,3,0,0,2,1,0.13,0.17,0.30,0.13,0.30
568,Silvi Clúa,es ESP,MF,Girona,es La Liga,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
569,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,32,1991,19,14,"1,338",14.9,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
570,Marcus Coco,fr FRA,"MF,DF",Nantes,fr Ligue 1,27,1996,28,18,"1,481",16.5,1,0,1,1,0,0,2,0,0.06,0.00,0.06,0.06,0.06
571,Saúl Coco,gq EQG,DF,Las Palmas,es La Liga,24,1999,30,26,"2,295",25.5,1,0,1,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04
572,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
573,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,34,1988,12,7,665,7.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
574,Maxime Colin,fr FRA,DF,Metz,fr Ligue 1,31,1991,22,22,"1,832",20.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00
575,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,22,2001,32,29,"2,652",29.5,1,1,2,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07
576,Nnamdi Collins,de GER,DF,Eintracht Frankfurt,de Bundesliga,19,2004,2,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
577,Lorenzo Colombo,it ITA,FW,Monza,it Serie A,21,2002,25,16,"1,359",15.1,4,1,5,4,0,0,3,0,0.26,0.07,0.33,0.26,0.33
578,Andrea Colpani,it ITA,MF,Monza,it Serie A,24,1999,38,36,"2,657",29.5,8,4,12,8,0,0,1,0,0.27,0.14,0.41,0.27,0.41
579,Levi Colwill,eng ENG,DF,Chelsea,eng Premier League,20,2003,23,20,"1,797",20.0,1,1,2,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10
580,Kingsley Coman,fr FRA,MF,Bayern Munich,de Bundesliga,27,1996,17,15,"1,113",12.4,3,3,6,3,0,0,1,0,0.24,0.24,0.49,0.24,0.49
581,Eray Cömert,ch SUI,DF,Nantes,fr Ligue 1,25,1998,25,23,"1,995",22.2,2,0,2,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09
582,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,26,1996,27,20,"1,653",18.4,2,0,2,2,0,0,8,2,0.11,0.00,0.11,0.11,0.11
583,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,18,2005,4,0,43,0.5,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
584,Alois Confais,fr FRA,"DF,MF",Le Havre,fr Ligue 1,26,1996,2,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
585,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,36,1987,35,35,"3,150",35.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
586,Bambasé Conté,de GER,MF,Hoffenheim,de Bundesliga,20,2003,7,0,48,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
587,Nikita Contini Baranovsky,it ITA,GK,Napoli,it Serie A,27,1996,1,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
588,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,26,1997,33,32,"2,786",31.0,0,3,3,0,0,0,5,1,0.00,0.10,0.10,0.00,0.10
589,Copete,es ESP,DF,Mallorca,es La Liga,23,1999,19,17,"1,333",14.8,1,1,2,1,0,0,7,0,0.07,0.07,0.14,0.07,0.14
590,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,19,2003,24,18,"1,634",18.2,2,0,2,2,0,0,9,0,0.11,0.00,0.11,0.11,0.11
591,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,32,1991,17,10,910,10.1,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
592,Tommaso Corazza,it ITA,DF,Bologna,it Serie A,19,2004,9,1,195,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
593,Theo Corbeanu,ca CAN,MF,Granada,es La Liga,21,2002,9,2,182,2.0,1,0,1,1,0,0,2,0,0.49,0.00,0.49,0.49,0.49
594,Jeppe Corfitzen,dk DEN,FW,Lecce,it Serie A,18,2004,1,0,9,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
595,Jack Cork,eng ENG,"DF,MF",Burnley,eng Premier League,34,1989,4,0,27,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
596,Maxwel Cornet,ci CIV,MF,West Ham United,eng Premier League,26,1996,7,1,112,1.2,1,0,1,1,0,0,0,0,0.80,0.00,0.80,0.80,0.80
597,Giacomo Corona,it ITA,FW,Empoli,it Serie A,19,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
598,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
599,Jesús Corona,mx MEX,"DF,FW",Sevilla,es La Liga,30,1993,2,0,17,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
600,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,28,1995,32,14,"1,528",17.0,9,2,11,9,0,0,3,0,0.53,0.12,0.65,0.53,0.65
601,Joaquín Correa,ar ARG,"MF,FW",Marseille,fr Ligue 1,28,1994,12,6,430,4.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
602,Thierry Correia,pt POR,DF,Valencia,es La Liga,24,1999,31,25,"2,154",23.9,0,2,2,0,0,0,4,1,0.00,0.08,0.08,0.00,0.08
603,Oscar Cortés,co COL,MF,Lens,fr Ligue 1,19,2003,4,0,44,0.5,1,1,2,1,0,0,0,0,2.05,2.05,4.09,2.05,4.09
604,Danny da Costa,de GER,"MF,DF",Mainz 05,de Bundesliga,30,1993,19,9,830,9.2,0,1,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11
605,David Costa,pt POR,MF,Lens,fr Ligue 1,22,2001,25,17,"1,494",16.6,4,2,6,4,0,0,3,0,0.24,0.12,0.36,0.24,0.36
606,Jaume Costa,es ESP,"DF,MF",Mallorca,es La Liga,35,1988,30,19,"1,682",18.7,0,1,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05
607,João Costa,br BRA,FW,Roma,it Serie A,18,2005,3,0,14,0.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
608,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,22,2001,31,29,"2,650",29.4,1,1,2,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07
609,Samu Costa,pt POR,MF,Mallorca,es La Liga,22,2000,34,26,"2,303",25.6,1,1,2,1,0,0,8,0,0.04,0.04,0.08,0.04,0.08
610,Benoît Costil,fr FRA,GK,Salernitana,it Serie A,36,1987,13,13,"1,170",13.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
611,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,24,1999,3,2,181,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
612,Vladimír Coufal,cz CZE,DF,West Ham United,eng Premier League,30,1992,36,36,"3,132",34.8,0,7,7,0,0,0,7,1,0.00,0.20,0.20,0.00,0.20
613,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,27,1996,28,25,"2,082",23.1,0,1,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04
614,Mamadou Coulibaly,sn SEN,MF,Salernitana,it Serie A,24,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
615,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,19,2004,5,1,118,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
616,Tanguy Coulibaly,fr FRA,"MF,FW",Montpellier,fr Ligue 1,22,2001,16,7,623,6.9,1,0,1,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14
617,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,31,1992,4,4,332,3.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
618,Philippe Coutinho,br BRA,"FW,MF",Aston Villa,eng Premier League,31,1992,2,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
619,Yan Couto,br BRA,"MF,DF",Girona,es La Liga,21,2002,34,24,"2,245",24.9,1,8,9,1,0,0,8,0,0.04,0.32,0.36,0.04,0.36
620,Nicolas Cozza,fr FRA,"DF,MF",Nantes,fr Ligue 1,24,1999,13,10,895,9.9,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
621,Nicolas Cozza,fr FRA,DF,Wolfsburg,de Bundesliga,24,1999,6,3,276,3.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
622,Alessio Cragno,it ITA,GK,Sassuolo,it Serie A,29,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
623,Crespo,pt POR,MF,Rayo Vallecano,es La Liga,26,1996,15,4,527,5.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
624,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
625,Aaron Cresswell,eng ENG,DF,West Ham United,eng Premier League,33,1989,11,4,436,4.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
626,Bryan Cristante,it ITA,MF,Roma,it Serie A,28,1995,37,37,"3,289",36.5,3,4,7,3,0,0,8,0,0.08,0.11,0.19,0.08,0.19
627,Cristian,es ESP,GK,Valencia,es La Liga,25,1998,1,0,57,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
628,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,31,1992,26,18,"1,667",18.5,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05
629,Juan Cruz,ar ARG,FW,Hellas Verona,it Serie A,24,1999,4,1,109,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
630,Juan Cruz,es ESP,MF,Real Betis,es La Liga,23,2000,5,0,76,0.8,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
631,Juan Cuadrado,co COL,"DF,FW",Inter,it Serie A,35,1988,10,0,267,3.0,0,2,2,0,0,0,1,0,0.00,0.67,0.67,0.00,0.67
632,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,16,2007,19,18,"1,558",17.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
633,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,25,1998,21,20,"1,782",19.8,0,2,2,0,0,0,10,0,0.00,0.10,0.10,0.00,0.10
634,Iván Cuéllar,es ESP,GK,Mallorca,es La Liga,39,1984,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
635,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,23,1999,29,21,"1,963",21.8,3,1,4,3,0,0,7,0,0.14,0.05,0.18,0.14,0.18
636,Josh Cullen,ie IRL,MF,Burnley,eng Premier League,27,1996,25,23,"2,057",22.9,2,3,5,2,0,0,9,0,0.09,0.13,0.22,0.09,0.22
637,Matheus Cunha,br BRA,"FW,MF",Wolves,eng Premier League,24,1999,32,29,"2,440",27.1,12,7,19,11,1,1,9,0,0.44,0.26,0.70,0.41,0.66
638,Marvin Cuni,al ALB,FW,Frosinone,it Serie A,22,2001,22,6,534,5.9,1,0,1,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17
639,Eric Curbelo,es ESP,DF,Las Palmas,es La Liga,29,1994,2,1,102,1.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
640,Sam Curtis,ie IRL,DF,Sheffield United,eng Premier League,17,2005,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
641,Tomáš Čvančara,cz CZE,"FW,MF",Gladbach,de Bundesliga,22,2000,21,7,896,10.0,4,1,5,3,1,2,4,0,0.40,0.10,0.50,0.30,0.40
642,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,34,1988,24,16,"1,536",17.1,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00
643,Alberto Dadie,es ESP,FW,Real Sociedad,es La Liga,21,2002,1,0,28,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
644,Trévis Dago,ci CIV,FW,Lille,fr Ligue 1,18,2005,4,0,23,0.3,0,1,1,0,0,0,1,0,0.00,3.91,3.91,0.00,3.91
645,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,25,1998,31,31,"2,790",31.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00
646,Mahmoud Dahoud,de GER,MF,Brighton,eng Premier League,27,1996,9,6,452,5.0,0,1,1,0,0,0,1,1,0.00,0.20,0.20,0.00,0.20
647,Mahmoud Dahoud,de GER,MF,Stuttgart,de Bundesliga,27,1996,13,1,227,2.5,1,0,1,1,0,0,0,0,0.40,0.00,0.40,0.40,0.40
648,Ameen Al-Dakhil,be BEL,DF,Burnley,eng Premier League,21,2002,13,12,"1,056",11.7,1,0,1,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09
649,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,22,2000,33,28,"2,510",27.9,14,2,16,13,1,3,6,0,0.50,0.07,0.57,0.47,0.54
650,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
651,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,24,1999,36,35,"3,174",35.3,2,3,5,2,0,0,6,1,0.06,0.09,0.14,0.06,0.14
652,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,23,2000,23,7,842,9.4,0,2,2,0,0,0,2,0,0.00,0.21,0.21,0.00,0.21
653,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,22,2001,14,8,744,8.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
654,Danilo,br BRA,MF,Nottingham Forest,eng Premier League,22,2001,29,20,"1,792",19.9,2,2,4,2,0,0,4,0,0.10,0.10,0.20,0.10,0.20
655,Danilo,br BRA,DF,Juventus,it Serie A,32,1991,29,27,"2,452",27.2,1,1,2,1,0,0,7,0,0.04,0.04,0.07,0.04,0.07
656,Arnaut Danjuma,nl NED,"MF,FW",Everton,eng Premier League,26,1997,14,5,595,6.6,1,0,1,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15
657,Jayden Danns,eng ENG,FW,Liverpool,eng Premier League,17,2006,2,0,9,0.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00
658,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,24,1998,30,30,"2,655",29.5,1,0,1,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03
659,Dante,br BRA,DF,Nice,fr Ligue 1,39,1983,32,32,"2,843",31.6,1,1,2,1,0,0,5,1,0.03,0.03,0.06,0.03,0.06
660,Raimane Daou,km COM,DF,Marseille,fr Ligue 1,18,2004,1,0,25,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
661,Mohamed Daramy,dk DEN,"FW,MF",Reims,fr Ligue 1,21,2002,25,19,"1,648",18.3,4,5,9,3,1,1,0,0,0.22,0.27,0.49,0.16,0.44
662,Sergi Darder,es ESP,MF,Mallorca,es La Liga,29,1993,36,21,"2,157",24.0,2,5,7,2,0,0,4,0,0.08,0.21,0.29,0.08,0.29
663,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,24,1999,4,1,121,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
664,Matteo Darmian,it ITA,"MF,DF",Inter,it Serie A,33,1989,33,27,"2,404",26.7,2,1,3,2,0,0,2,0,0.07,0.04,0.11,0.07,0.11
665,Lukas Daschner,de GER,"FW,MF",Bochum,de Bundesliga,24,1998,20,3,536,6.0,1,1,2,1,0,0,2,0,0.17,0.17,0.34,0.17,0.34
666,Josh Dasilva,eng ENG,MF,Brentford,eng Premier League,24,1998,3,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
667,David Datro Fofana,ci CIV,FW,Burnley,eng Premier League,20,2002,15,10,879,9.8,4,1,5,4,0,0,1,0,0.41,0.10,0.51,0.41,0.51
668,David Datro Fofana,ci CIV,"FW,MF",Union Berlin,de Bundesliga,20,2002,12,8,682,7.6,1,0,1,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13
669,Juan David Cabal,co COL,DF,Hellas Verona,it Serie A,22,2001,22,17,"1,497",16.6,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00
670,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,23,2000,34,30,"2,629",29.2,19,4,23,17,2,3,4,0,0.65,0.14,0.79,0.58,0.72
671,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,22,2000,29,24,"2,065",22.9,2,5,7,2,0,0,0,0,0.09,0.22,0.31,0.09,0.31
672,Ben Davies,wls WAL,DF,Tottenham Hotspur,eng Premier League,30,1993,17,12,"1,090",12.1,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08
673,Tom Davies,eng ENG,MF,Sheffield United,eng Premier League,25,1998,9,2,221,2.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00
674,Keinan Davis,eng ENG,FW,Udinese,it Serie A,25,1998,8,0,186,2.1,1,0,1,1,0,0,2,0,0.48,0.00,0.48,0.48,0.48
675,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,28,1995,28,25,"2,143",23.8,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00
676,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
677,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,33,1990,25,25,"2,209",24.5,1,1,2,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08
678,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,32,1991,18,15,"1,221",13.6,4,10,14,4,0,0,2,0,0.29,0.74,1.03,0.29,1.03
679,Bobby De Cordova-Reid,jm JAM,"MF,FW",Fulham,eng Premier League,30,1993,33,17,"1,423",15.8,6,2,8,6,0,0,4,0,0.38,0.13,0.51,0.38,0.51
