Rank,Player,Rating
90,Lucas Höler,7.00
91,Nico Elvedi,7.00
92,Benjamin Sesko,7.00
93,Mario Götze,7.00
93,Jeff Chabot,7.00
95,Denis Vavro,7.00
95,Ellyes Skhiri,7.00
97,Castello Lukeba,6.99
97,Robin Koch,6.99
99,Noah Atubolu,6.99
100,Ridle Baku,6.99
101,Edmond Tapsoba,6.98
102,Jeremie Frimpong,6.98
103,Maximilian Eggestein,6.97
104,Joakim Mæhle,6.97
105,Alexander Bernhardsson,6.97
105,Felix Nmecha,6.97
107,Emre Can,6.97
108,Deniz Undav,6.97
108,Victor Okoh Boniface,6.97
110,Tuta,6.96
110,Eric Smith,6.96
112,Konrad Laimer,6.96
113,Marius Bülter,6.96
113,Adrian Beck,6.96
115,Kevin Trapp,6.96
116,Enzo Millot,6.95
117,Bernardo,6.95
117,Hugo Larsson,6.95
119,Ibrahima Sissoko,6.94
119,Frank Onyeka,6.94
121,Morgan Guilavogui,6.93
122,Kevin Kampl,6.93
123,Alassane Plea,6.93
124,Steven Skrzybski,6.93
125,Konstantinos Koulierakis,6.92
126,Keven Schlotterbeck,6.92
127,Christopher Trimmel,6.92
128,Robin Hack,6.91
129,Patrick Mainka,6.91
129,Manolis Saliakas,6.91
131,Rocco Reitz,6.90
132,Marius Wolf,6.90
133,Danny da Costa,6.89
134,Philipp Mwene,6.88
135,Jan Schöppner,6.88
136,Jonas Wind,6.87
137,Maximilian Beier,6.87
137,Oliver Baumann,6.87
139,Leo Scienza,6.87
139,Gregor Kobel,6.87
141,Antonio Nusa,6.86
141,Philipp Treu,6.86
141,Nnamdi Collins,6.86
144,Cedric Zesiger,6.86
145,Rani Khedira,6.85
145,Lukas Hradecky,6.85
147,Kristijan Jakic,6.84
147,Jamie Leweling,6.84
149,Lukas Kübler,6.84
150,Ko Itakura,6.83
151,Alexander Prass,6.83
152,Kamil Grabara,6.83
153,Marvin Pieringer,6.83
154,Philipp Sander,6.82
154,Hauke Wahl,6.82
154,Matthias Ginter,6.82
157,Ermedin Demirovic,6.82
158,Chris Führich,6.82
159,Jean Bahoya,6.81
160,András Schäfer,6.80
160,Thomas Müller,6.80
162,Can Uzun,6.80
163,Shuto Machino,6.80
164,Armin Gigovic,6.79
164,El Chadaille Bitshiabu,6.79
166,Nicolas Seiwald,6.78
167,Leopold Querfeld,6.78
168,Finn Porath,6.77
168,Anthony Rouault,6.77
170,Julian Weigl,6.77
171,Fares Chaibi,6.76
172,Tiago Tomás,6.75
172,Lukas Klostermann,6.75
172,David Nemeth,6.75
175,Amadou Haidara,6.74
176,Mattias Svanberg,6.74
177,Philipp Lienhart,6.74
177,Niklas Stark,6.74
179,Myron Boadu,6.73
180,Kevin Vogt,6.73
180,Niklas Dorsch,6.73
182,Salih Özcan,6.72
183,Nathan Tella,6.71
183,Pavel Kaderabek,6.71
185,Derrick Köhn,6.71
186,Maximilian Wittek,6.70
187,Patrick Osterhage,6.70
188,Omar Traoré,6.70
188,Bence Dardai,6.70
190,Michael Zetterer,6.70
191,Marcel Sabitzer,6.69
191,Leonardo Bittencourt,6.69
191,Nicolai Remberg,6.69
194,Marvin Friedrich,6.68
195,Woo-Yeong Jeong,6.68
195,Valentin Gendrey,6.68
195,Tom Rothe,6.68
195,Elvis Rexhbecaj,6.68
195,Mathias Honsak,6.68
200,Amine Adli,6.67
200,Danilho Doekhi,6.67
200,Josha Vagnoman,6.67
200,Anthony Jung,6.67
204,Amos Pieper,6.66
204,Fabian Rieder,6.66
204,Christoph Baumgartner,6.66
207,Ivan Ordets,6.65
207,Alexander Nübel,6.65
207,Noah Weisshaupt,6.65
207,Eren Dinkci,6.65
207,Arthur Chaves,6.65
207,Lutsharel Geertruida,6.65
213,Joseph Scally,6.64
213,Yan Couto,6.64
215,Philipp Hofmann,6.64
215,Danel Sinani,6.64
217,Phillip Tietz,6.64
218,Lasse Rosenboom,6.62
219,Paul Wanner,6.62
220,Gerrit Holtmann,6.61
221,Janik Haberer,6.60
222,Marnon-Thomas Busch,6.59
223,Max Rosenfelder,6.59
224,Phil Harres,6.59
225,Christian Günter,6.58
225,Henri Koudossou,6.58
227,Ramon Hendriks,6.57
228,Benedict Hollerbach,6.57
229,Arthur Vermeeren,6.57
229,Felix Passlack,6.57
231,Andreas Hanche-Olsen,6.56
231,Oladapo Afolayan,6.56
231,Lewis Holtby,6.56
234,Justin Njinmah,6.55
235,Carlo Boukhalfa,6.55
236,Benedikt Gimber,6.55
236,Jakub Kaminski,6.55
236,Kilian Fischer,6.55
239,Kevin Akpoguma,6.53
240,Magnus Knudsen,6.52
241,Marco Grüll,6.52
242,Luca Netz,6.52
243,Stanley N'Soki,6.51
244,Jonas Föhrenbach,6.50
244,Max Geschwill,6.50
244,Jordan Pefok,6.50
247,Yannick Gerhardt,6.49
248,Dani de Wit,6.49
249,Patrick Drewes,6.49
250,Arne Maier,6.48
251,Lukas Ullrich,6.47
252,Jacob Bruun Larsen,6.46
252,Tim Oermann,6.46
254,Jakov Medic,6.44
255,Timo Becker,6.43
256,Kevin Müller,6.43
257,Johannes Eggestein,6.42
258,Haris Tabakovic,6.41
259,Oscar Højlund,6.40
260,Fredrik Jensen,6.39
260,Luca Kerber,6.39
262,Merlin Röhl,6.37
263,Chukwubuike Adamu,6.37
264,David Zec,6.36
264,Marko Ivezic,6.36
266,Marco Komenda,6.34
267,Tomas Cvancara,6.33
267,Tim Skarke,6.33
269,Samuel Essende,6.32
270,Armindo Sieb,6.30
271,Mert Kömür,6.28
272,Jann-Fiete Arp,6.27
273,Moritz Broschinski,6.25
274,Sirlord Conteh,6.23
275,Timon Weiner,6.08
