Rank,Player,Rating
80,Philipp Lienhart,7.10
81,Robin Knoche,7.10
82,Silvan Widmer,7.09
83,Niklas Dorsch,7.08
84,Axel Witsel,7.08
84,Marvin Plattenhardt,7.08
86,Benjamin Henrichs,7.08
87,Lukas Kübler,7.07
88,Atakan Karazor,7.07
89,Chris Führich,7.07
90,Jeremie Frimpong,7.06
91,Jeffrey Gouweleeuw,7.06
92,Santiago Ascacibar,7.05
92,Manuel Akanji,7.05
92,Rani Khedira,7.05
95,Dominik Szoboszlai,7.05
96,Martin Hinteregger,7.05
97,Charles Aránguiz,7.04
98,Omar Marmoush,7.04
99,Jordan Beyer,7.04
100,Wout Weghorst,7.04
101,Dennis Geiger,7.04
102,Dominik Kohr,7.03
103,Cédric Brunner,7.03
104,Taiwo Awoniyi,7.03
105,Jesper Lindstrøm,7.03
106,Benno Schmitz,7.02
107,Daichi Kamada,7.01
108,Patrick Wimmer,7.01
108,Lars Stindl,7.01
110,Hiroki Ito,7.00
110,Yannick Gerhardt,7.00
112,Vladimir Darida,6.99
113,Kevin Kampl,6.99
114,Reece Oxford,6.99
115,Breel Embolo,6.99
116,Exequiel Palacios,6.98
117,Sheraldo Becker,6.98
118,Alessandro Schöpf,6.97
119,Matthias Ginter,6.97
120,Maximilian Mittelstaedt,6.97
121,Thorgan Hazard,6.97
121,Iago,6.97
123,Waldemar Anton,6.96
124,Nordi Mukiele,6.95
124,Robert Andrich,6.95
124,John Anthony Brooks,6.95
124,Arne Maier,6.95
128,Paulinho,6.94
129,Timo Baumgartl,6.93
130,Diadie Samassékou,6.93
131,Eduard Löwen,6.93
131,Maxence Lacroix,6.93
133,Erhan Masovic,6.92
133,Konrad Laimer,6.92
135,Jonathan Burkardt,6.92
135,Rafael Czichos,6.92
137,Amine Adli,6.91
137,Piero Hincapié,6.91
139,Suat Serdar,6.91
139,Stefan Bell,6.91
141,Amos Pieper,6.90
142,Woo-Yeong Jeong,6.90
143,Genki Haraguchi,6.89
144,Makoto Hasebe,6.89
145,Odilon Kossounou,6.88
145,Rafael Santos Borre,6.88
145,Leandro Barreiro,6.88
145,Lukas Klostermann,6.88
149,Angelo Stiller,6.87
150,Maximilian Eggestein,6.87
151,Jae-Sung Lee,6.87
151,Christoph Baumgartner,6.87
151,Karim Onisiwo,6.87
151,Michael Gregoritsch,6.87
155,Luca Kilian,6.86
155,Emil Forsberg,6.86
157,Kevin Mbabu,6.86
158,Jean-Paul Boëtius,6.85
159,Ondrej Duda,6.85
160,Marvin Friedrich,6.84
161,Stevan Jovetic,6.84
162,Ihlas Bebou,6.84
162,Robin Zentner,6.84
164,Chris Richards,6.84
164,Julian Ryerson,6.84
166,Stefan Lainer,6.83
166,Joseph Scally,6.83
168,Dejan Ljubicic,6.82
168,Joakim Nilsson,6.82
170,Timothy Tillman,6.81
171,Max Christiansen,6.80
172,Marc-Oliver Kempf,6.80
173,Paul Seguin,6.79
173,Lukas Nmecha,6.79
175,Konstantinos Stafylidis,6.79
176,Branimir Hrgota,6.77
177,André Silva,6.77
178,Masaya Okugawa,6.76
179,Milos Pantovic,6.76
180,Kristijan Jakic,6.76
181,Roland Sallai,6.75
181,Orel Mangala,6.75
183,Pavel Kaderabek,6.74
183,Georginio Rutter,6.74
183,Jan Thielmann,6.74
186,Jérome Roussillon,6.74
187,Elvis Rexhbecaj,6.73
187,Lucas Alario,6.73
189,Maximilian Philipp,6.72
189,Marco Meyerhofer,6.72
189,Gerrit Holtmann,6.72
189,Luca Netz,6.72
193,Renato Steffen,6.71
193,Armel Bella-Kotchap,6.71
195,Lucas Tousart,6.71
196,Gian-Luca Itter,6.71
196,Kevin Vogt,6.71
198,Tyler Adams,6.70
199,Takuma Asano,6.70
199,Marcus Thuram,6.70
201,Nico Elvedi,6.70
202,Ishak Belfodil,6.69
202,Ruben Vargas,6.69
204,Ajdin Hrustic,6.68
205,Andre Hahn,6.68
206,Sebastiaan Bornauw,6.67
207,Mads Valentin Pedersen,6.67
208,Marco Richter,6.67
209,Jacob Barrett Laursen,6.67
210,Niklas Stark,6.66
211,Manuel Prietl,6.65
211,Sebastian Polter,6.65
211,Manuel Riemann,6.65
214,Fabian Kunze,6.65
215,Stefan Posch,6.64
216,Aster Vranckx,6.64
217,Sebastian Vasiliadis,6.62
217,Kevin Akpoguma,6.62
217,Manuel Neuer,6.62
220,Marius Wolf,6.61
220,Yussuf Poulsen,6.61
220,Janik Haberer,6.61
223,Dodi Lukebakio,6.59
223,Jeremy Dudziak,6.59
225,Manuel Gulde,6.58
226,Kevin Schade,6.58
227,Tanguy Coulibaly,6.58
228,Patrick Herrmann,6.57
228,Peter Pekarik,6.57
228,Lukas Hradecky,6.57
228,Munas Dabbur,6.57
232,Robert Gumny,6.55
233,Stefan Ortega,6.54
234,Jetro Willems,6.54
235,Mark Flekken,6.53
235,Marcel Sabitzer,6.53
235,Sebastian Griesbeck,6.53
238,Gregor Kobel,6.52
239,Nick Viergever,6.51
239,Jacob Bruun Larsen,6.51
239,Nils Petersen,6.51
239,Dedryck Boyata,6.51
239,Florian Niederlechner,6.51
244,Péter Gulácsi,6.49
245,Fabian Klos,6.49
245,Marvin Schwäbe,6.49
247,Jamie Leweling,6.47
247,Julian Green,6.47
249,Yann Sommer,6.46
250,Andreas Voglsammer,6.45
251,Jens Petter Hauge,6.44
251,Kevin Trapp,6.44
253,Sebastian Andersson,6.43
254,Koen Casteels,6.43
255,Håvard Nielsen,6.42
256,Marcus Ingvartsen,6.41
257,Rafal Gikiewicz,6.41
258,Jurgen Ekkelenkamp,6.40
258,Christopher Antwi-Adjej,6.40
260,Florian Krüger,6.39
260,Andreas Luthe,6.39
262,Ermedin Demirovic,6.38
263,Carlos Gruezo,6.37
264,Andi Zeqiri,6.34
265,Robin Hack,6.33
266,Janni Serra,6.32
267,Oliver Baumann,6.31
268,Bryan Lasme,6.29
269,Davie Selke,6.27
270,Dickson Abiama,6.24
271,Maximilian Bauer,6.18
272,Alexander Schwolow,6.08
273,Florian Müller,6.04
